date,stations_nb,ready,renting,returning,not_installed,not_renting,not_returning
1767309068,223,223,215,220,0,0,0
1767395444,223,223,215,218,0,0,0
1767481860,223,223,216,219,0,0,0
1767568212,223,223,212,219,0,0,0
1767654667,223,223,207,217,0,0,0
1767741110,223,223,207,218,0,0,0
1767827471,223,222,209,218,0,1,1
1767913859,223,221,207,217,0,2,2
1768000298,223,221,209,217,0,2,2
1768086635,223,221,210,218,0,2,2
1768173060,223,221,205,218,0,2,2
1768259337,223,221,203,218,0,2,2
1768345895,223,221,205,217,0,2,2
1768432252,223,221,203,216,0,2,2
1768518732,223,221,198,217,0,2,2
1768605078,223,221,200,215,0,2,2
1768691451,222,220,207,216,0,2,2
1768777858,223,221,205,216,0,2,2
1768864294,223,221,202,217,0,2,2
1768950751,223,221,200,218,0,2,2
1769037301,223,221,203,219,0,2,2
1769123547,223,221,200,218,0,2,2
1769209911,223,221,203,217,0,2,2
1769296231,223,221,207,216,0,2,2
1769382697,223,221,204,214,0,2,2
1769469177,223,221,199,215,0,2,2
1769555519,223,220,207,216,0,2,2
1769642222,223,220,202,216,0,3,3
1769728560,223,220,204,217,0,3,3
1769814982,223,220,201,216,0,3,3
1769901146,223,220,203,216,0,3,3
1769987646,223,220,199,217,0,3,3
1770074280,223,220,200,216,0,3,3
1770160715,223,220,202,217,0,3,3
1770247025,223,220,204,217,0,3,3
1770333291,224,221,208,216,0,3,3
1770419739,224,221,202,216,0,3,3
1770506324,224,221,208,217,0,3,3
1770592834,224,221,210,217,0,3,3
1770679685,223,221,205,216,0,2,2
1770766151,222,221,209,216,0,1,1
1770852123,222,221,207,216,0,1,1
1770938360,222,221,205,218,0,1,1
1771024804,222,221,206,216,0,1,1
1771110798,222,221,207,216,0,1,1
1771197357,222,221,207,216,0,1,1
1771283955,222,221,204,216,0,1,1
1771370351,221,220,204,215,0,1,1
1771456773,221,220,203,215,0,1,1
1771543194,221,220,205,214,0,1,1
1771629541,221,220,205,215,0,1,1
1771715653,221,220,205,216,0,1,1
1771802085,211,210,188,207,0,0,0
1771889155,221,220,198,216,0,1,1
1771975299,221,220,201,216,0,1,1
1772061573,221,220,201,217,0,1,1
1772147964,211,210,193,208,0,0,0
1772234056,221,220,203,217,0,1,1
1772320325,222,221,206,217,0,1,1
1772406823,222,221,199,218,0,1,1
1772493350,222,222,200,217,0,0,0
1772579760,222,222,203,218,0,0,0
1772666403,222,222,197,219,0,0,0
1772754180,222,222,197,218,0,0,0
1772839079,222,222,201,218,0,0,0
1772925146,222,222,203,219,0,0,0
1773011601,222,222,200,219,0,0,0
1773098255,222,222,200,217,0,0,0
1773184648,222,222,204,217,0,0,0
1773270947,223,223,202,218,0,0,0
1773357498,222,222,201,218,0,0,0
1773443904,222,222,196,217,0,0,0
1773530268,222,222,205,215,0,0,0
1773616740,222,222,203,217,0,0,0
1773703276,221,221,199,217,0,0,0
1773789732,220,220,188,217,0,0,0
1773876117,220,220,190,217,0,0,0
1773962420,222,222,188,219,0,0,0
1774048747,222,222,186,219,0,0,0
1774134900,222,222,185,217,0,0,0
