date,stations_nb,ready,renting,returning,not_installed,not_renting,not_returning
1735692687,196,196,184,195,0,0,0
1735697885,196,196,179,195,0,0,0
1735701691,196,196,176,195,0,0,0
1735704711,196,196,176,196,0,0,0
1735708156,196,196,181,196,0,0,0
1735712023,196,196,177,196,0,0,0
1735715346,196,196,175,196,0,0,0
1735719154,196,196,173,196,0,0,0
1735722597,196,196,180,196,0,0,0
1735726163,196,196,176,196,0,0,0
1735729599,196,196,184,195,0,0,0
1735733823,196,196,178,196,0,0,0
1735737321,196,196,179,196,0,0,0
1735740470,196,196,175,196,0,0,0
1735744160,196,196,176,196,0,0,0
1735747850,196,196,173,195,0,0,0
1735751241,196,196,186,196,0,0,0
1735755114,196,196,181,196,0,0,0
1735758380,196,196,181,195,0,0,0
1735762192,196,196,184,196,0,0,0
1735765700,196,196,185,196,0,0,0
1735769267,196,196,183,196,0,0,0
1735772895,196,196,182,196,0,0,0
1735778697,196,196,180,196,0,0,0
1735783781,196,196,177,196,0,0,0
1735787591,196,196,178,196,0,0,0
1735791095,196,196,179,196,0,0,0
1735794544,196,196,182,196,0,0,0
1735798413,196,196,180,196,0,0,0
1735801737,196,196,180,196,0,0,0
1735805547,196,196,176,196,0,0,0
1735808994,196,196,177,196,0,0,0
1735812569,196,196,172,196,0,0,0
1735816018,196,196,172,196,0,0,0
1735820256,196,196,173,196,0,0,0
1735823704,196,196,170,196,0,0,0
1735826912,196,196,162,196,0,0,0
1735830542,196,196,160,195,0,0,0
1735834294,196,196,167,196,0,0,0
1735837680,196,196,179,196,0,0,0
1735841552,196,196,178,196,0,0,0
1735844820,196,196,171,194,0,0,0
1735848571,196,196,175,195,0,0,0
1735852080,196,196,171,195,0,0,0
1735855709,196,196,179,195,0,0,0
1735859337,196,196,169,195,0,0,0
1735865141,196,196,176,195,0,0,0
1735870278,196,196,173,195,0,0,0
1735874085,196,196,172,195,0,0,0
1735877471,196,196,175,195,0,0,0
1735880976,196,196,176,195,0,0,0
1735884784,196,196,183,195,0,0,0
1735888107,196,196,177,196,0,0,0
1735891918,196,196,175,196,0,0,0
1735895365,196,196,177,196,0,0,0
1735898995,196,196,177,196,0,0,0
1735902445,196,196,174,196,0,0,0
1735906621,196,196,177,195,0,0,0
1735910128,196,196,173,196,0,0,0
1735913275,196,196,169,196,0,0,0
1735916967,196,196,173,196,0,0,0
1735920659,196,196,174,196,0,0,0
1735924049,196,196,177,196,0,0,0
1735927980,196,196,174,194,0,0,0
1735931186,196,196,167,196,0,0,0
1735934998,196,196,170,195,0,0,0
1735938447,196,196,173,196,0,0,0
1735942076,196,196,178,195,0,0,0
1735945764,196,196,179,195,0,0,0
1735951445,196,196,177,195,0,0,0
1735956522,196,196,179,194,0,0,0
1735960331,196,196,176,194,0,0,0
1735963835,196,196,174,194,0,0,0
1735967279,196,196,173,194,0,0,0
1735971146,196,196,177,195,0,0,0
1735974469,196,196,183,194,0,0,0
1735978277,196,196,186,196,0,0,0
1735981724,196,196,186,196,0,0,0
1735985354,196,196,177,194,0,0,0
1735988805,196,196,180,196,0,0,0
1735992976,196,196,175,196,0,0,0
1735996421,196,196,166,196,0,0,0
1735999624,196,196,174,196,0,0,0
1736003249,196,196,169,196,0,0,0
1736006994,196,196,173,196,0,0,0
1736010439,196,196,169,196,0,0,0
1736014305,196,196,169,195,0,0,0
1736017568,196,196,178,196,0,0,0
1736021314,196,196,178,195,0,0,0
1736024819,196,196,174,196,0,0,0
1736028445,196,196,176,196,0,0,0
1736032069,196,196,180,196,0,0,0
1736038294,196,196,178,195,0,0,0
1736043430,196,196,175,196,0,0,0
1736047055,196,196,174,196,0,0,0
1736050257,196,196,170,196,0,0,0
1736053700,196,196,170,196,0,0,0
1736057565,196,196,172,196,0,0,0
1736060888,196,196,178,196,0,0,0
1736064633,196,196,175,196,0,0,0
1736068137,196,196,174,196,0,0,0
1736071700,196,196,175,196,0,0,0
1736075206,196,196,169,196,0,0,0
1736079376,196,196,171,195,0,0,0
1736082760,196,196,168,196,0,0,0
1736086022,196,196,159,196,0,0,0
1736089648,196,196,160,196,0,0,0
1736093395,196,196,176,196,0,0,0
1736096839,196,196,170,196,0,0,0
1736100646,196,196,171,194,0,0,0
1736103973,196,196,169,195,0,0,0
1736107725,196,196,169,195,0,0,0
1736111230,196,196,171,196,0,0,0
1736114855,196,196,166,196,0,0,0
1736118482,196,196,167,196,0,0,0
1736124591,196,196,163,195,0,0,0
1736129727,196,196,165,195,0,0,0
1736133472,196,196,165,195,0,0,0
1736136735,196,196,168,195,0,0,0
1736140179,196,196,172,195,0,0,0
1736144046,196,196,171,196,0,0,0
1736147374,196,196,170,193,0,0,0
1736151182,196,196,149,194,0,0,0
1736154627,196,196,153,194,0,0,0
1736158195,196,196,155,195,0,0,0
1736161645,196,196,167,195,0,0,0
1736165881,196,196,169,196,0,0,0
1736169445,196,196,170,194,0,0,0
1736172521,196,196,177,196,0,0,0
1736176141,196,196,180,196,0,0,0
1736179881,196,196,168,195,0,0,0
1736183264,196,196,155,194,0,0,0
1736187188,196,196,160,192,0,0,0
1736190389,196,196,164,194,0,0,0
1736194134,196,196,167,196,0,0,0
1736197695,196,196,164,196,0,0,0
1736201316,196,196,164,195,0,0,0
1736204935,196,196,166,196,0,0,0
1736210788,196,196,164,195,0,0,0
1736215978,196,196,162,195,0,0,0
1736219778,196,196,162,195,0,0,0
1736223040,196,196,166,195,0,0,0
1736226540,196,196,169,195,0,0,0
1736230404,196,196,166,196,0,0,0
1736233725,196,196,165,194,0,0,0
1736237593,196,196,153,195,0,0,0
1736241031,196,196,156,194,0,0,0
1736244599,196,196,165,195,0,0,0
1736248052,196,196,162,196,0,0,0
1736252286,196,196,177,196,0,0,0
1736255855,196,196,171,195,0,0,0
1736263048,196,196,170,196,0,0,0
1736267221,196,196,174,196,0,0,0
1736269699,196,196,158,196,0,0,0
1736273568,196,196,159,195,0,0,0
1736276835,196,196,168,195,0,0,0
1736280585,196,196,170,193,0,0,0
1736284091,196,196,164,194,0,0,0
1736287717,196,196,169,194,0,0,0
1736291285,196,196,165,194,0,0,0
1736297205,196,196,160,194,0,0,0
1736302280,196,196,155,194,0,0,0
1736306026,196,196,155,194,0,0,0
1736309529,196,196,158,195,0,0,0
1736312974,196,196,159,194,0,0,0
1736316840,196,196,156,196,0,0,0
1736320107,196,196,161,195,0,0,0
1736323979,196,196,148,195,0,0,0
1736327370,196,196,156,196,0,0,0
1736330999,196,196,162,196,0,0,0
1736334449,196,196,153,196,0,0,0
1736338681,196,196,172,196,0,0,0
1736342231,196,196,166,195,0,0,0
1736345304,196,196,159,196,0,0,0
1736348982,196,196,171,196,0,0,0
1736352659,196,196,171,196,0,0,0
1736356096,196,196,164,196,0,0,0
1736359925,196,196,154,196,0,0,0
1736363241,196,196,169,195,0,0,0
1736367037,196,196,169,195,0,0,0
1736370473,196,196,158,195,0,0,0
1736374092,196,196,167,196,0,0,0
1736377710,196,196,163,196,0,0,0
1736383573,196,196,161,195,0,0,0
1736390567,196,196,159,195,0,0,0
1736393461,196,196,160,195,0,0,0
1736395877,196,196,163,195,0,0,0
1736399375,196,196,165,195,0,0,0
1736403175,196,196,170,195,0,0,0
1736406558,196,196,157,193,0,0,0
1736410356,196,196,146,193,0,0,0
1736413794,196,196,134,193,0,0,0
1736417418,196,196,147,194,0,0,0
1736420871,196,196,152,195,0,0,0
1736425094,196,196,170,195,0,0,0
1736428600,196,196,171,195,0,0,0
1736431732,196,196,169,196,0,0,0
1736435352,196,196,174,196,0,0,0
1736439040,196,196,170,196,0,0,0
1736442486,196,196,164,196,0,0,0
1736446346,196,196,161,196,0,0,0
1736449663,196,196,159,195,0,0,0
1736453403,196,196,167,196,0,0,0
1736456904,196,196,165,196,0,0,0
1736460524,196,196,158,196,0,0,0
1736464146,196,196,158,196,0,0,0
1736470061,196,196,151,195,0,0,0
1736475249,196,196,150,195,0,0,0
1736479049,196,196,155,195,0,0,0
1736482271,196,196,159,195,0,0,0
1736485773,196,196,160,196,0,0,0
1736489630,196,196,164,196,0,0,0
1736492950,196,196,158,196,0,0,0
1736496761,196,196,155,196,0,0,0
1736500263,196,196,150,195,0,0,0
1736503826,196,196,154,195,0,0,0
1736507272,196,196,164,195,0,0,0
1736511492,196,196,171,196,0,0,0
1736514927,196,196,178,195,0,0,0
1736518123,196,196,173,196,0,0,0
1736521743,196,196,166,196,0,0,0
1736525491,196,196,170,196,0,0,0
1736528868,196,196,163,196,0,0,0
1736532784,196,196,163,196,0,0,0
1736536038,196,196,155,195,0,0,0
1736539842,196,196,162,196,0,0,0
1736543338,196,196,158,196,0,0,0
1736546895,196,196,163,196,0,0,0
1736550511,196,196,167,196,0,0,0
1736556380,196,196,160,195,0,0,0
1736561443,196,196,154,194,0,0,0
1736565300,196,196,155,193,0,0,0
1736568677,196,196,153,193,0,0,0
1736572114,196,196,160,193,0,0,0
1736575910,196,196,166,193,0,0,0
1736579288,196,196,170,194,0,0,0
1736583028,196,196,176,195,0,0,0
1736586527,196,196,165,195,0,0,0
1736590107,196,196,157,195,0,0,0
1736593625,196,196,157,196,0,0,0
1736597785,196,196,173,196,0,0,0
1736601160,196,196,159,195,0,0,0
1736604539,196,196,156,195,0,0,0
1736608096,196,196,146,196,0,0,0
1736611774,196,196,164,195,0,0,0
1736615211,196,196,171,196,0,0,0
1736619072,196,196,175,196,0,0,0
1736622388,196,196,164,196,0,0,0
1736626142,196,196,161,196,0,0,0
1736629649,196,196,164,196,0,0,0
1736633265,196,196,167,196,0,0,0
1736636885,196,196,172,196,0,0,0
1736643095,196,196,173,196,0,0,0
1736648340,196,196,165,195,0,0,0
1736652019,196,196,166,196,0,0,0
1736655094,196,196,169,195,0,0,0
1736658533,196,196,169,195,0,0,0
1736662330,196,196,170,195,0,0,0
1736665665,196,196,172,196,0,0,0
1736669465,196,196,175,194,0,0,0
1736672903,196,196,173,195,0,0,0
1736676529,196,196,156,195,0,0,0
1736679979,196,196,155,195,0,0,0
1736684142,196,196,147,195,0,0,0
1736687580,196,196,144,194,0,0,0
1736690839,196,196,125,194,0,0,0
1736694461,196,196,143,195,0,0,0
1736698143,196,196,153,195,0,0,0
1736701646,196,196,155,196,0,0,0
1736705506,196,196,164,196,0,0,0
1736708764,196,196,164,194,0,0,0
1736712563,196,196,165,196,0,0,0
1736716059,196,196,159,196,0,0,0
1736719676,196,196,162,196,0,0,0
1736723293,196,196,163,195,0,0,0
1736729446,196,196,160,194,0,0,0
1736734571,196,196,163,194,0,0,0
1736738320,196,196,165,194,0,0,0
1736741514,196,196,165,194,0,0,0
1736745011,196,196,170,194,0,0,0
1736748868,196,196,162,195,0,0,0
1736752185,196,196,141,195,0,0,0
1736756019,196,196,134,193,0,0,0
1736759459,196,196,140,195,0,0,0
1736763022,196,196,151,196,0,0,0
1736766468,196,196,153,196,0,0,0
1736770753,196,196,164,196,0,0,0
1736774191,196,196,173,196,0,0,0
1736777391,196,196,169,195,0,0,0
1736781015,196,196,163,196,0,0,0
1736784700,196,196,158,195,0,0,0
1736788143,196,196,159,194,0,0,0
1736792007,196,196,155,194,0,0,0
1736795266,196,196,160,195,0,0,0
1736799067,196,196,163,195,0,0,0
1736802445,196,196,167,195,0,0,0
1736806063,196,196,168,195,0,0,0
1736809681,196,196,161,194,0,0,0
1736815410,196,196,160,195,0,0,0
1736820374,196,196,163,196,0,0,0
1736824172,196,196,163,195,0,0,0
1736827849,196,196,168,196,0,0,0
1736831351,196,196,168,195,0,0,0
1736835150,196,196,170,195,0,0,0
1736838539,196,196,155,195,0,0,0
1736842345,196,196,148,194,0,0,0
1736845787,196,196,152,194,0,0,0
1736849349,196,196,156,195,0,0,0
1736852813,196,196,149,196,0,0,0
1736857031,196,196,164,196,0,0,0
1736860466,196,196,162,195,0,0,0
1736863724,196,196,167,196,0,0,0
1736867341,196,196,165,196,0,0,0
1736871019,196,196,165,196,0,0,0
1736874458,196,196,157,196,0,0,0
1736878321,196,196,152,195,0,0,0
1736881578,196,196,157,196,0,0,0
1736885381,196,196,159,196,0,0,0
1736888883,196,196,156,196,0,0,0
1736892511,196,196,156,195,0,0,0
1736896069,196,196,156,196,0,0,0
1736901916,196,196,152,195,0,0,0
1736906859,196,196,155,196,0,0,0
1736910611,196,196,157,195,0,0,0
1736914287,196,196,157,195,0,0,0
1736917726,196,196,166,196,0,0,0
1736921584,196,196,160,196,0,0,0
1736924901,196,196,162,195,0,0,0
1736928738,196,196,149,194,0,0,0
1736932181,196,196,147,195,0,0,0
1736935804,196,196,155,196,0,0,0
1736939251,196,196,147,196,0,0,0
1736943414,196,196,168,196,0,0,0
1736946915,196,196,161,195,0,0,0
1736950062,196,196,160,196,0,0,0
1736953743,196,196,167,196,0,0,0
1736957420,196,196,168,196,0,0,0
1736960857,196,196,175,196,0,0,0
1736964739,196,196,159,196,0,0,0
1736967997,196,196,164,196,0,0,0
1736971798,196,196,162,195,0,0,0
1736975237,196,196,162,196,0,0,0
1736978914,196,196,166,196,0,0,0
1736982532,196,196,160,195,0,0,0
1736988259,196,196,159,195,0,0,0
1736993206,196,196,159,196,0,0,0
1736997065,196,196,160,195,0,0,0
1737000683,196,196,164,195,0,0,0
1737004119,196,196,166,195,0,0,0
1737007980,196,196,162,195,0,0,0
1737011313,196,196,154,193,0,0,0
1737015114,196,196,143,194,0,0,0
1737018552,196,196,138,194,0,0,0
1737022177,196,196,157,195,0,0,0
1737025623,196,196,159,195,0,0,0
1737029847,196,196,160,196,0,0,0
1737033346,196,196,169,196,0,0,0
1737036485,196,196,164,196,0,0,0
1737040105,196,196,169,196,0,0,0
1737043848,196,196,166,196,0,0,0
1737047290,196,196,167,196,0,0,0
1737051153,196,196,168,195,0,0,0
1737054413,196,196,174,195,0,0,0
1737058158,196,196,167,196,0,0,0
1737061656,196,196,162,196,0,0,0
1737065336,196,196,167,195,0,0,0
