date,bikes_nb,for_rent,disabled,reserved,no_station
1714523903,1008,960,0,0,19
1714528343,1028,980,0,0,22
1714530197,1028,974,0,0,30
1714532895,1041,996,0,0,18
1714536537,1055,1014,0,0,19
1714540026,1051,1008,0,0,17
1714543850,1056,1009,0,0,20
1714547285,1078,1018,0,0,30
1714551114,1026,977,0,0,25
1714554519,1009,963,0,0,24
1714558133,991,946,0,0,23
1714561550,949,906,0,0,24
1714565633,928,886,0,0,23
1714568868,881,840,0,0,23
1714572537,852,818,0,0,21
1714576025,799,759,0,0,30
1714579762,796,755,0,0,34
1714583250,764,718,0,0,32
1714586976,763,721,0,0,28
1714590458,824,775,0,0,31
1714594172,864,818,0,0,31
1714597642,880,838,0,0,29
1714601261,921,880,0,0,28
1714604904,914,878,0,0,21
1714610080,952,914,0,0,25
1714614209,967,932,0,0,24
1714616318,987,949,0,0,30
1714619317,1001,963,0,0,28
1714622957,1019,980,0,0,29
1714626539,1009,968,0,0,30
1714630218,966,923,0,0,30
1714633629,974,926,0,0,35
1714637401,1032,990,0,0,27
1714640870,1054,1008,0,0,31
1714644509,1035,979,0,0,40
1714647973,1054,1023,0,0,15
1714652026,1031,997,0,0,20
1714655286,1062,1029,0,0,22
1714658818,1066,1027,0,0,26
1714662477,993,949,0,0,33
1714666107,938,896,0,0,31
1714669618,911,867,0,0,31
1714673368,937,891,0,0,30
1714676747,990,955,0,0,21
1714680518,1048,1004,0,0,27
1714683990,928,890,0,0,27
1714687675,1029,981,0,0,32
1714691298,1068,1030,0,0,30
1714696648,1096,1058,0,0,27
1714700902,1120,1081,0,0,26
1714702849,1116,1077,0,0,27
1714705735,1123,1088,0,0,25
1714709442,1135,1103,0,0,23
1714712877,1110,1077,0,0,23
1714716619,1059,1026,0,0,25
1714720063,1029,980,0,0,34
1714723777,1057,998,0,0,41
1714727308,1062,1007,0,0,37
1714730892,986,943,0,0,37
1714734361,986,939,0,0,36
1714738369,986,948,0,0,33
1714741723,930,869,0,0,52
1714745263,926,873,0,0,37
1714748902,819,763,0,0,37
1714752510,810,750,0,0,39
1714755994,795,735,0,0,32
1714759755,798,742,0,0,33
1714763169,839,789,0,0,29
1714766923,861,821,0,0,31
1714770364,879,837,0,0,30
1714774018,910,872,0,0,26
1714777668,953,917,0,0,23
1714782879,993,957,0,0,23
1714786924,1009,979,0,0,21
1714789004,1017,984,0,0,22
1714792129,997,965,0,0,20
1714795801,1004,968,0,0,25
1714799229,1015,976,0,0,25
1714802940,1008,968,0,0,26
1714806434,1038,991,0,0,36
1714810115,1002,956,0,0,38
1714813706,974,932,0,0,33
1714817207,933,886,0,0,31
1714820732,909,857,0,0,35
1714824720,906,864,0,0,30
1714828042,868,829,0,0,27
1714831613,821,779,0,0,30
1714835244,835,787,0,0,38
1714838848,721,681,0,0,28
1714842364,710,667,0,0,26
1714846118,688,639,0,0,30
1714849624,759,701,0,0,37
1714853340,797,743,0,0,30
1714856842,805,749,0,0,30
1714860373,850,792,0,0,31
1714864082,884,828,0,0,31
1714869491,920,864,0,0,31
1714873865,941,895,0,0,31
1714875687,922,882,0,0,28
1714878482,955,915,0,0,27
1714882186,968,926,0,0,25
1714885649,990,945,0,0,26
1714889355,986,939,0,0,25
1714892818,957,912,0,0,27
1714896523,927,881,0,0,30
1714900113,878,823,0,0,36
1714903680,827,783,0,0,26
1714907188,824,777,0,0,23
1714911150,801,756,0,0,28
1714914412,754,706,0,0,29
1714918014,716,668,0,0,29
1714921593,668,626,0,0,28
1714925312,654,605,0,0,28
1714928756,641,601,0,0,25
1714932503,671,622,0,0,26
1714935975,738,675,0,0,23
1714939607,816,759,0,0,22
1714943173,857,802,0,0,20
1714946794,899,848,0,0,18
1714950411,888,841,0,0,15
1714955779,924,878,0,0,19
1714960037,954,910,0,0,16
1714962148,973,922,0,0,21
1714964937,982,931,0,0,18
1714968608,1004,950,0,0,20
1714972068,991,937,0,0,18
1714975872,892,832,0,0,19
1714979279,893,842,0,0,22
1714983026,910,867,0,0,22
1714986556,929,885,0,0,22
1714990070,842,808,0,0,16
1714993581,896,862,0,0,13
1714997613,900,861,0,0,18
1715000906,892,853,0,0,19
1715004478,889,858,0,0,14
1715008047,785,747,0,0,18
1715011807,739,694,0,0,30
1715015285,818,771,0,0,24
1715019064,880,840,0,0,25
1715022349,913,864,0,0,31
1715026062,942,897,0,0,23
1715029649,1000,945,0,0,22
1715033267,1072,1021,0,0,17
1715036821,1104,1049,0,0,21
1715042137,1115,1071,0,0,15
1715046452,1128,1083,0,0,15
1715048759,1120,1076,0,0,15
1715051371,1123,1082,0,0,12
1715058540,1086,1047,0,0,15
1715062226,958,910,0,0,21
1715065979,920,879,0,0,25
1715069389,950,913,0,0,23
1715072861,962,908,0,0,41
1715076530,916,874,0,0,31
1715080019,874,828,0,0,33
1715084005,878,793,0,0,43
1715087260,888,814,0,0,49
1715090807,841,774,0,0,37
