date,bikes_nb,for_rent,disabled,reserved,no_station
1788221465,2868,1993,362,0,461
1788241832,2708,1771,385,0,484
1788259463,2547,1789,361,0,393
1788275862,2262,1531,395,0,317
1788289091,2551,1567,542,0,408
1788298622,2772,1850,453,0,437
1788305970,2898,2039,396,0,435
1788314257,2938,2050,394,0,467
1788331686,2555,1678,447,0,403
1788349855,2551,1861,367,0,302
1788363300,2325,1606,388,0,300
1788375874,2573,1649,538,0,357
1788386881,2820,1914,444,0,431
1788396616,2921,2084,402,0,418
1788412770,2811,1966,412,0,407
1788430860,2522,1752,403,0,340
1788446847,2382,1626,453,0,287
1788459153,2474,1494,622,0,324
1788470999,2823,1831,559,0,405
1788478819,2923,2066,450,0,380
1788487099,2957,2097,428,0,407
1788505133,2657,1754,515,0,355
1788523192,2624,1849,430,0,324
1788537571,2277,1415,557,0,286
1788547915,2561,1491,657,0,386
1788556082,2695,1697,594,0,369
1788564773,2832,1914,497,0,394
1788573541,2920,2001,457,0,440
1788590661,2855,1928,500,0,398
1788606090,2595,1858,409,0,309
1788617539,2524,1779,455,0,272
1788627601,2368,1485,546,0,306
1788637254,2663,1711,549,0,351
1788644823,2763,1730,557,0,439
1788650793,2851,1908,513,0,393
1788659650,2934,1987,504,0,407
1788676734,2922,1937,526,0,426
1788693895,2604,1780,506,0,290
1788705341,2473,1684,522,0,249
1788715460,2368,1485,605,0,269
1788723844,2705,1778,599,0,303
1788731385,2803,1861,547,0,364
1788736770,2866,2026,492,0,323
1788745920,2931,2077,447,0,382
1788763566,2560,1673,501,0,345
1788786468,2657,1833,450,0,357
1788805696,2542,1543,570,0,397
1788817788,2869,1889,517,0,447
1788825048,2961,2038,448,0,450
1788832988,2999,2054,449,0,469
1788852736,2649,1676,546,0,377
1788870130,2652,1813,470,0,335
1788886442,2285,1336,622,0,288
1788896296,2687,1715,568,0,373
1788905349,2852,1923,507,0,377
1788915036,2929,2002,433,0,445
1788931920,2738,1866,450,0,393
1788949320,2520,1725,404,0,345
1788965616,2535,1779,343,0,360
1788977371,2554,1718,417,0,368
1788988876,2821,1897,406,0,456
1788997170,2938,2104,362,0,416
1789005843,2964,2124,366,0,423
1789025822,2635,1840,404,0,319
1789043279,2619,1923,338,0,328
1789058656,2348,1533,492,0,305
1789067983,2625,1767,490,0,340
1789077831,2837,1969,412,0,416
1789087139,2915,2099,385,0,397
1789104274,2845,1973,411,0,448
1789121520,2533,1843,343,0,326
1789137675,2460,1781,373,0,288
1789149556,2437,1558,539,0,327
