date,stations_nb,ready,renting,returning,not_installed,not_renting,not_returning
1761958605,215,215,176,214,0,0,0
1761964720,215,215,187,215,0,0,0
1761968232,215,215,182,215,0,0,0
1761970287,215,215,178,215,0,0,0
1761973797,215,215,181,215,0,0,0
1761977670,215,215,179,215,0,0,0
1761980938,215,215,191,214,0,0,0
1761984748,215,215,185,215,0,0,0
1761988197,215,215,189,215,0,0,0
1761991827,215,215,185,215,0,0,0
1761995220,215,215,179,215,0,0,0
1761999518,215,215,181,215,0,0,0
1762002969,215,215,177,215,0,0,0
1762006118,215,215,179,215,0,0,0
1762009687,215,215,171,214,0,0,0
1762013442,215,215,169,213,0,0,0
1762016831,215,215,169,215,0,0,0
1762020765,215,215,188,215,0,0,0
1762024032,215,215,180,213,0,0,0
1762027782,215,215,184,212,0,0,0
1762031232,215,215,178,213,0,0,0
1762034922,215,215,179,213,0,0,0
1762038554,215,215,186,213,0,0,0
1762045037,215,215,187,215,0,0,0
1762051387,215,215,184,215,0,0,0
1762054775,215,215,185,215,0,0,0
1762056832,215,215,183,215,0,0,0
1762060218,215,215,185,215,0,0,0
1762064093,215,215,186,215,0,0,0
1762067359,215,215,191,215,0,0,0
1762071111,215,215,189,215,0,0,0
1762074559,215,215,186,215,0,0,0
1762078191,215,215,187,215,0,0,0
1762081644,215,215,184,215,0,0,0
1762085882,215,215,185,215,0,0,0
1762089329,215,215,173,215,0,0,0
1762092540,215,215,182,215,0,0,0
1762096109,215,215,173,215,0,0,0
1762099860,215,215,174,215,0,0,0
1762103311,215,215,167,215,0,0,0
1762107126,215,215,173,214,0,0,0
1762110455,215,215,180,214,0,0,0
1762114208,215,215,185,214,0,0,0
1762117690,215,215,186,214,0,0,0
1762121345,215,215,179,214,0,0,0
1762124940,215,215,182,214,0,0,0
1762131382,215,215,185,215,0,0,0
1762137794,215,215,184,215,0,0,0
1762141445,215,215,181,215,0,0,0
1762143574,215,215,178,215,0,0,0
1762146720,215,215,183,215,0,0,0
1762150658,215,215,175,214,0,0,0
1762153870,215,215,159,213,0,0,0
1762157744,215,215,150,211,0,0,0
1762161254,215,215,152,211,0,0,0
1762164826,215,215,164,213,0,0,0
1762168158,215,215,161,214,0,0,0
1762172520,215,215,183,214,0,0,0
1762176213,215,215,176,214,0,0,0
1762179058,215,215,182,215,0,0,0
1762182691,215,215,172,215,0,0,0
1762186383,215,215,171,215,0,0,0
1762189773,215,215,172,215,0,0,0
1762193708,215,215,168,214,0,0,0
1762196853,215,215,185,212,0,0,0
1762200728,215,215,174,214,0,0,0
1762204179,215,215,180,214,0,0,0
1762207813,215,215,178,214,0,0,0
1762211386,215,215,183,213,0,0,0
1762217620,215,215,188,213,0,0,0
1762223091,215,215,189,214,0,0,0
1762227386,215,215,190,213,0,0,0
1762229623,215,215,189,212,0,0,0
1762233069,215,215,193,214,0,0,0
1762237004,215,215,190,213,0,0,0
1762240269,215,215,169,213,0,0,0
1762244144,215,215,156,213,0,0,0
1762247535,215,215,156,211,0,0,0
1762251165,215,215,163,212,0,0,0
1762254617,215,215,167,214,0,0,0
1762258974,215,215,178,215,0,0,0
1762262839,215,215,175,214,0,0,0
1762265444,215,215,179,215,0,0,0
1762269076,216,216,176,215,0,0,0
1762272833,216,216,172,215,0,0,0
1762276102,216,216,161,214,0,0,0
1762280158,216,216,173,214,0,0,0
1762283307,216,216,173,214,0,0,0
1762287117,216,216,184,213,0,0,0
1762290568,216,216,183,215,0,0,0
1762294136,216,216,177,214,0,0,0
1762297772,216,216,175,215,0,0,0
1762304122,216,216,174,216,0,0,0
1762309606,216,216,171,216,0,0,0
1762313902,216,216,167,216,0,0,0
1762316080,216,216,170,216,0,0,0
1762319469,216,216,174,216,0,0,0
1762323423,216,216,182,216,0,0,0
1762326662,216,216,177,213,0,0,0
1762330535,216,216,158,212,0,0,0
1762333984,216,216,162,213,0,0,0
1762337555,216,216,169,215,0,0,0
1762340946,216,216,160,215,0,0,0
1762345307,216,216,179,215,0,0,0
1762349122,216,216,179,216,0,0,0
1762351844,216,216,179,216,0,0,0
1762355477,216,216,178,216,0,0,0
1762359231,216,216,170,216,0,0,0
1762362623,216,216,179,216,0,0,0
1762366559,216,216,171,214,0,0,0
1762369705,216,216,168,214,0,0,0
1762373516,216,216,174,214,0,0,0
1762376981,216,216,184,214,0,0,0
1762380591,216,216,172,216,0,0,0
1762384159,216,216,172,215,0,0,0
1762390457,216,216,165,215,0,0,0
1762396031,216,216,175,216,0,0,0
1762400446,216,216,174,216,0,0,0
1762402622,216,216,177,216,0,0,0
1762405890,216,216,182,216,0,0,0
1762409822,216,216,182,216,0,0,0
1762413034,216,216,170,213,0,0,0
1762416936,216,216,153,214,0,0,0
1762420342,216,216,155,212,0,0,0
1762423975,216,216,165,212,0,0,0
1762427365,216,216,173,215,0,0,0
1762431722,216,216,182,215,0,0,0
1762435475,216,216,186,215,0,0,0
1762438259,216,216,184,215,0,0,0
1762441893,216,216,199,215,0,0,0
1762445649,216,216,188,214,0,0,0
1762449038,217,217,196,216,0,0,0
1762452973,217,217,191,216,0,0,0
1762456120,217,217,186,214,0,0,0
1762459873,217,217,187,216,0,0,0
1762463383,217,217,186,216,0,0,0
1762467017,217,217,189,217,0,0,0
1762470588,217,217,187,217,0,0,0
1762476875,217,217,191,217,0,0,0
1762482343,217,217,195,217,0,0,0
1762486638,217,217,194,217,0,0,0
1762488814,217,217,195,217,0,0,0
1762492262,217,217,197,217,0,0,0
1762496197,217,217,188,216,0,0,0
1762499472,217,217,168,215,0,0,0
1762503348,217,217,166,214,0,0,0
1762506675,217,217,165,214,0,0,0
1762510312,217,217,167,214,0,0,0
1762513762,217,217,173,214,0,0,0
1762518062,218,218,180,216,0,0,0
1762521697,218,218,185,215,0,0,0
1762524663,218,218,183,216,0,0,0
1762528269,218,218,183,217,0,0,0
1762531903,218,218,168,216,0,0,0
1762535357,218,218,172,216,0,0,0
1762539295,218,218,177,216,0,0,0
1762542503,218,218,180,216,0,0,0
1762546260,218,218,166,216,0,0,0
1762549653,218,218,178,215,0,0,0
1762553351,218,218,183,213,0,0,0
1762556923,218,218,181,216,0,0,0
1762563036,218,218,195,216,0,0,0
1762568305,218,218,189,217,0,0,0
1762572541,218,218,189,217,0,0,0
1762575143,218,218,192,217,0,0,0
1762578597,218,218,196,217,0,0,0
1762582470,218,218,192,217,0,0,0
